"order_date","fiscal_year","fiscal_quarter","fiscal_month","week_of_year","so_number","order_id","line_id","customer_code","customer_name","legacy_province_id","legacy_province_name","legacy_region","silver_province_code","silver_province_name","silver_province_type","silver_region","geo_match_method","geo_confidence","product_code","product_name","color","line_id_fk","line_name","group_code","group_name","quantity","unit_price","line_total"
2026-02-24,2026,1,2,9,BH26.0799,1469,15562,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000125002013000",Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1310555.00,2621110.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15563,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1310555.00,2621110.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15564,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000125002023000",Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3.00,1310555.00,3931665.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15565,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000225002015000",Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1616111.00,8080555.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15566,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3.00,1616111.00,4848333.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15567,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000125002013000",Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1310555.00,2621110.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15568,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1310555.00,2621110.00
2026-02-24,2026,1,2,9,BH26.0799,1469,15569,KH-00681,DOANH NGHIỆP TW NGỌC ANH,58,Tuyên Quang,Miền Bắc,"08",Tuyên Quang,Tỉnh,Miền Bắc,address,HIGH,"000125002023000",Xe đạp Thống Nhất Puppy 20 Kem,Kem,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3.00,1310555.00,3931665.00
2026-02-24,2026,1,2,9,BH26.0800,1470,15570,KH-00682,DOANH NGHIỆP TW TRƯỜNG THỊNH,54,Thái Nguyên,Miền Bắc,"19",Thái Nguyên,Tỉnh,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3.00,1310555.00,3931665.00
2026-02-24,2026,1,2,9,BH26.0800,1470,15571,KH-00682,DOANH NGHIỆP TW TRƯỜNG THỊNH,54,Thái Nguyên,Miền Bắc,"19",Thái Nguyên,Tỉnh,Miền Bắc,address,HIGH,"1000220020090000",Xe đạp Thống Nhất TE Love 16 Hồng,Hồng,43,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,4.00,943888.00,3775552.00
2026-02-24,2026,1,2,9,BH26.0800,1470,15572,KH-00682,DOANH NGHIỆP TW TRƯỜNG THỊNH,54,Thái Nguyên,Miền Bắc,"19",Thái Nguyên,Tỉnh,Miền Bắc,address,HIGH,"1000240020090000",Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,943888.00,2831664.00
2026-02-24,2026,1,2,9,BH26.0800,1470,15573,KH-00682,DOANH NGHIỆP TW TRƯỜNG THỊNH,54,Thái Nguyên,Miền Bắc,"19",Thái Nguyên,Tỉnh,Miền Bắc,address,HIGH,"1000230020090000",Xe đạp Thống Nhất TE Bunny 12 Hồng,Hồng,40,Xe Bunny 12,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,882777.00,1765554.00
2026-02-24,2026,1,2,9,BH26.0800,1470,15574,KH-00682,DOANH NGHIỆP TW TRƯỜNG THỊNH,54,Thái Nguyên,Miền Bắc,"19",Thái Nguyên,Tỉnh,Miền Bắc,address,HIGH,"1000210020090000",Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,42,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,882777.00,882777.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15575,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1310555.00,2621110.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15576,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,3.00,1310555.00,3931665.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15577,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000336002001000",Xe đạp Thống Nhất SK 20 đen,đen,,,,,3.00,1377777.00,4133331.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15578,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000336002022000",Xe đạp Thống Nhất SK 20 xanh,xanh,,,,,2.00,1377777.00,2755554.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15579,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000226003023000",Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,3.00,1683333.00,5049999.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15580,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000226003015000",Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1683333.00,1683333.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15581,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"1060010000200000",Xe đạp Thống Nhất TE Super Man 16 Xanh,Xanh,56,Xe TE Super Man 16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,1.00,1326851.00,1326851.00
2026-02-24,2026,1,2,9,BH26.0801,1471,15582,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,24,Lào Cai,Miền Bắc,"15",Lào Cai,Tỉnh,Miền Bắc,address,HIGH,"000104002009000",Xe đạp Thống Nhất Tom & Jerry 14 Hồng,Hồng,,,,,2.00,1236111.00,2472222.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15583,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"1000270020150000",Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,943888.00,1887776.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15584,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"1000270020220000",Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,943888.00,1887776.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15585,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"1000240020090000",Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,943888.00,2831664.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15586,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000106002001000",Xe đạp Thống Nhất Batwheels 16 Đen,Đen,,,,,2.00,1262037.00,2524074.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15587,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000106002004000",Xe đạp Thống Nhất Batwheels 16 Đỏ,Đỏ,,,,,2.00,1262037.00,2524074.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15588,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000106002013000",Xe đạp Thống Nhất Batwheels 16 Xanh,Xanh,,,,,2.00,1262037.00,2524074.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15589,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,4.00,1616111.00,6464444.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15590,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000103002009000",Xe đạp Thống Nhất We Bare Bears 16 Hồng,Hồng,,,,,2.00,1262037.00,2524074.00
2026-02-24,2026,1,2,9,BH26.0802,1472,15591,KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000103002025000",Xe đạp Thống Nhất We Bare Bears 16 Xanh Mint,Mint,,,,,2.00,1262037.00,2524074.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15592,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.00,1591666.00,3183332.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15593,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002001000",Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,,1.00,1799444.00,1799444.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15594,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002008000",Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1799444.00,1799444.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15595,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000208002023000",Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,1.00,1408333.00,1408333.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15596,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1555000.00,3110000.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15597,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000131002008001",Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1169907.00,1169907.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15598,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000131002001002",Xe đạp Thống Nhất GN 06 20 2024 Đen,Đen,25,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,3.00,1169907.00,3509721.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15599,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000336002001000",Xe đạp Thống Nhất SK 20 đen,đen,,,,,1.00,1377777.00,1377777.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15600,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.00,1591666.00,3183332.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15601,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000208002003000",Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,2.00,1408333.00,2816666.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15602,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000208002023000",Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,2.00,1408333.00,2816666.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15603,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"1000240020220000",Xe đạp Thống Nhất TE Bunny 16 Xanh dương,Xanh dương,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,943888.00,1887776.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15604,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"1000270020220000",Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,943888.00,2831664.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15605,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"100029005010000",Xe đạp Thống Nhất CPD 700C Đen,Đen,,,,,1.00,2960555.00,2960555.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15606,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"100029005080000",Xe đạp Thống Nhất CPD 700C Ghi,Ghi,,,,,1.00,2960555.00,2960555.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15607,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1555000.00,4665000.00
2026-02-24,2026,1,2,9,BH26.0803,1473,15608,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,14,Hưng Yên,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002008000",Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2.00,1799444.00,3598888.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15609,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002001000",Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,,2.00,1799444.00,3598888.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15610,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"1000250020220000",Xe đạp Thống Nhất TE Robot 16 Xanh dương,Xanh dương,44,Xe Robot 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,943888.00,943888.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15611,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000230002023000",Xe đạp Thống Nhất LD 26 Kem,Kem,15,Xe LD 26,CITYBIKE_P,Xe phổ thông,3.00,1799444.00,5398332.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15612,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000207004000000",Xe đạp Thống Nhất 219-05-26,"219-05-26",1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,3.00,1530555.00,4591665.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15613,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000225002015000",Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3.00,1616111.00,4848333.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15614,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002001000",Xe đạp Thống Nhất MTB 26-02 đen,đen,,,,,1.00,1799444.00,1799444.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15615,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002008000",Xe đạp Thống Nhất MTB 26-02 Ghi,Ghi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1799444.00,1799444.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15616,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000331002022000",Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,1.00,1799444.00,1799444.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15617,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,5.00,1591666.00,7958330.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15618,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1555000.00,4665000.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15619,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000224002015000",Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1555000.00,3110000.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15620,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000208002003000",Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,10.00,1408333.00,14083330.00
2026-02-24,2026,1,2,9,BH26.0804,1474,15621,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,53,Thái Bình,Miền Bắc,"33",Hưng Yên,Tỉnh,Miền Bắc,address,HIGH,"000208002023000",Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,2,Xe 219-24,CITYBIKE_P,Xe phổ thông,10.00,1408333.00,14083330.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15622,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000225002015000",Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1616111.00,8080555.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15623,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1.00,1616111.00,1616111.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15624,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000225002025000",Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2.00,1616111.00,3232222.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15625,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000225002002000",Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2.00,1616111.00,3232222.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15626,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,8.00,1591666.00,12733328.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15627,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000217003005000",Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1591666.00,1591666.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15628,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000224002015000",Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1555000.00,4665000.00
2026-02-24,2026,1,2,9,BH26.0805,1467,15629,KH-00382,CÔNG TY TNHH LÊ ANH,30,Ninh Bình,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1555000.00,1555000.00
2026-02-24,2026,1,2,9,BH26.0806,1475,15630,KH-00683,DOANH NGHIỆP TW ĐẠI LỢI,9,Hà Nam,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000225002015000",Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3.00,1616111.00,4848333.00
2026-02-24,2026,1,2,9,BH26.0806,1475,15631,KH-00683,DOANH NGHIỆP TW ĐẠI LỢI,9,Hà Nam,Miền Bắc,"37",Ninh Bình,Tỉnh,Miền Bắc,address,HIGH,"000401002016000","Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,1.00,1530555.00,1530555.00
